Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
Jiangxi,China,27.614,115.7221,3/12/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/11/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/10/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/9/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/8/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/7/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/6/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/5/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/4/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/3/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/2/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,3/1/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/29/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/28/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/27/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/26/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/25/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/24/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/23/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/22/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/21/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/20/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/19/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/18/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/17/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/16/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/15/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/14/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/13/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/12/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/11/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/10/2020,1,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/9/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/8/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/7/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/6/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/5/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/4/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/3/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/2/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,2/1/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/31/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/30/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/29/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/28/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/27/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/26/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/25/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/24/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/23/2020,0,CHN,142,30,
Jiangxi,China,27.614,115.7221,1/22/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,4/27/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/26/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/25/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/24/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/23/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/22/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/21/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/20/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/19/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/18/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/17/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/16/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/15/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/14/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/13/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/12/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/11/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/10/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/9/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/8/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/7/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/6/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/5/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/4/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/3/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/2/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,4/1/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/31/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/30/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/29/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/28/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/27/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/26/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/25/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/24/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/23/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/22/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/21/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/20/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/19/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/18/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/17/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/16/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/15/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/14/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/13/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/12/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/11/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/10/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/9/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/8/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/7/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/6/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/5/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/4/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/3/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/2/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,3/1/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/29/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/28/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/27/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/26/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/25/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/24/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/23/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/22/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/21/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/20/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/19/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/18/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/17/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/16/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/15/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/14/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/13/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/12/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/11/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/10/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/9/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/8/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/7/2020,1,CHN,142,30,
Jilin,China,43.6661,126.1923,2/6/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,2/5/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,2/4/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,2/3/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,2/2/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,2/1/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/31/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/30/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/29/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/28/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/27/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/26/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/25/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/24/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/23/2020,0,CHN,142,30,
Jilin,China,43.6661,126.1923,1/22/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/27/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/26/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/25/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/24/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/23/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/22/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/21/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/20/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/19/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/18/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/17/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/16/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/15/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/14/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/13/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/12/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/11/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/10/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/9/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/8/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/7/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/6/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/5/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/4/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/3/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/2/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,4/1/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/31/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/30/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/29/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/28/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/27/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/26/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/25/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/24/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/23/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/22/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/21/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/20/2020,2,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/19/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/18/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/17/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/16/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/15/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/14/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/13/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/12/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/11/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/10/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/9/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/8/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/7/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/6/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/5/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/4/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/3/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/2/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,3/1/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/29/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/28/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/27/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/26/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/25/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/24/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/23/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/22/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/21/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/20/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/19/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/18/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/17/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/16/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/15/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/14/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/13/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/12/2020,1,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/11/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/10/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/9/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/8/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/7/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/6/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/5/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/4/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/3/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/2/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,2/1/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/31/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/30/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/29/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/28/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/27/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/26/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/25/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/24/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/23/2020,0,CHN,142,30,
Liaoning,China,41.2956,122.6085,1/22/2020,0,CHN,142,30,
Macau,China,22.1667,113.55,4/27/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/26/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/25/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/24/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/23/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/22/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/21/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/20/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/19/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/18/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/17/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/16/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/15/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/14/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/13/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/12/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/11/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/10/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/9/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/8/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/7/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/6/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/5/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/4/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/3/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/2/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,4/1/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/31/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/30/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/29/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/28/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/27/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/26/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/25/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/24/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/23/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/22/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/21/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/20/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/19/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/18/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/17/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/16/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/15/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/14/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/13/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/12/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/11/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/10/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/9/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/8/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/7/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/6/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/5/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/4/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/3/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/2/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,3/1/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/29/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/28/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/27/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/26/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/25/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/24/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/23/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/22/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/21/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/20/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/19/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/18/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/17/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/16/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/15/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/14/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/13/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/12/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/11/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/10/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/9/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/8/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/7/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/6/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/5/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/4/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/3/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/2/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,2/1/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/31/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/30/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/29/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/28/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/27/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/26/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/25/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/24/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/23/2020,0,MAC,142,30,
Macau,China,22.1667,113.55,1/22/2020,0,MAC,142,30,
Ningxia,China,37.2692,106.1655,4/27/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/26/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/25/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/24/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/23/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/22/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/21/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/20/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/19/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/18/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/17/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/16/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/15/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/14/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/13/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/12/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/11/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/10/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/9/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/8/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/7/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/6/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/5/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/4/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/3/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/2/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,4/1/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/31/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/30/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/29/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/28/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/27/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/26/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/25/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/24/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/23/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/22/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/21/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/20/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/19/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/18/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/17/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/16/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/15/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/14/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/13/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/12/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/11/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/10/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/9/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/8/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/7/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/6/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/5/2020,0,CHN,142,30,
Ningxia,China,37.2692,106.1655,3/4/2020,0,CHN,142,30,
