date,STATE,COUNTY,DAILY_AQI_VALUE,AQI_Base,AQI_change
2/15/20,Alabama,Jefferson,31.2,31.2,
2/16/20,Alabama,Jefferson,50.2,31.2,19
2/17/20,Alabama,Jefferson,33.4,31.2,2.2
2/18/20,Alabama,Jefferson,21.2,31.2,-10
2/19/20,Alabama,Jefferson,26.0,31.2,-5.2
2/20/20,Alabama,Jefferson,20.8,31.2,-10.4
2/21/20,Alabama,Jefferson,27.6,31.2,-3.6
2/22/20,Alabama,Jefferson,35.4,31.2,4.2
2/23/20,Alabama,Jefferson,54.8,31.2,23.6
2/24/20,Alabama,Jefferson,43.4,31.2,12.2
2/25/20,Alabama,Jefferson,27.5,31.2,-3.7
2/26/20,Alabama,Jefferson,24.8,31.2,-6.4
2/27/20,Alabama,Jefferson,22.4,31.2,-8.8
2/28/20,Alabama,Jefferson,27.8,31.2,-3.4
2/29/20,Alabama,Jefferson,29.6,31.2,-1.6
3/1/20,Alabama,Jefferson,57.6,31.2,26.4
3/2/20,Alabama,Jefferson,31.6,31.2,0.4
3/3/20,Alabama,Jefferson,47.4,31.2,16.2
3/4/20,Alabama,Jefferson,34.4,31.2,3.2
3/5/20,Alabama,Jefferson,17.0,31.2,-14.2
3/6/20,Alabama,Jefferson,23.6,31.2,-7.6
3/7/20,Alabama,Jefferson,27.8,31.2,-3.4
3/8/20,Alabama,Jefferson,37.4,31.2,6.2
3/9/20,Alabama,Jefferson,45.6,31.2,14.4
3/10/20,Alabama,Jefferson,28.2,31.2,-3
3/11/20,Alabama,Jefferson,29.2,31.2,-2
3/12/20,Alabama,Jefferson,35.6,31.2,4.4
3/13/20,Alabama,Jefferson,36.6,31.2,5.4
3/14/20,Alabama,Jefferson,43.6,31.2,12.4
3/15/20,Alabama,Jefferson,19.0,31.2,-12.2
3/16/20,Alabama,Jefferson,38.8,31.2,7.6
3/17/20,Alabama,Jefferson,68.4,31.2,37.2
3/18/20,Alabama,Jefferson,54.6,31.2,23.4
3/19/20,Alabama,Jefferson,38.0,31.2,6.8
3/20/20,Alabama,Jefferson,33.4,31.2,2.2
3/21/20,Alabama,Jefferson,21.4,31.2,-9.8
3/22/20,Alabama,Jefferson,28.8,31.2,-2.4
3/23/20,Alabama,Jefferson,32.0,31.2,0.8
3/24/20,Alabama,Jefferson,38.0,31.2,6.8
3/25/20,Alabama,Jefferson,26.4,31.2,-4.8
3/26/20,Alabama,Jefferson,43.8,31.2,12.6
3/27/20,Alabama,Jefferson,61.0,31.2,29.8
3/28/20,Alabama,Jefferson,55.6,31.2,24.4
3/29/20,Alabama,Jefferson,36.0,31.2,4.8
3/30/20,Alabama,Jefferson,36.6,31.2,5.4
3/31/20,Alabama,Jefferson,29.2,31.2,-2
4/1/20,Alabama,Jefferson,25.4,31.2,-5.8
4/2/20,Alabama,Jefferson,28.8,31.2,-2.4
4/3/20,Alabama,Jefferson,47.8,31.2,16.6
4/4/20,Alabama,Jefferson,49.6,31.2,18.4
4/5/20,Alabama,Jefferson,54.0,31.2,22.8
4/6/20,Alabama,Jefferson,62.8,31.2,31.6
4/7/20,Alabama,Jefferson,54.8,31.2,23.6
4/8/20,Alabama,Jefferson,50.0,31.2,18.8
4/9/20,Alabama,Jefferson,25.6,31.2,-5.6
4/10/20,Alabama,Jefferson,26.2,31.2,-5
4/11/20,Alabama,Jefferson,41.2,31.2,10
2/15/20,Alabama,Madison,26.0,26.0,0
2/16/20,Alabama,Madison,43.0,26.0,17
2/17/20,Alabama,Madison,38.0,26.0,12
2/19/20,Alabama,Madison,30.0,26.0,4
2/20/20,Alabama,Madison,25.0,26.0,-1
2/21/20,Alabama,Madison,24.0,26.0,-2
2/22/20,Alabama,Madison,33.0,26.0,7
2/23/20,Alabama,Madison,45.0,26.0,19
2/24/20,Alabama,Madison,32.0,26.0,6
2/25/20,Alabama,Madison,22.0,26.0,-4
2/26/20,Alabama,Madison,22.0,26.0,-4
2/27/20,Alabama,Madison,25.0,26.0,-1
2/28/20,Alabama,Madison,23.0,26.0,-3
2/29/20,Alabama,Madison,25.0,26.0,-1
3/1/20,Alabama,Madison,51.0,26.0,25
3/2/20,Alabama,Madison,32.0,26.0,6
3/3/20,Alabama,Madison,38.0,26.0,12
3/4/20,Alabama,Madison,36.0,26.0,10
3/5/20,Alabama,Madison,29.0,26.0,3
3/6/20,Alabama,Madison,22.0,26.0,-4
3/7/20,Alabama,Madison,29.0,26.0,3
3/8/20,Alabama,Madison,32.0,26.0,6
3/9/20,Alabama,Madison,45.0,26.0,19
3/10/20,Alabama,Madison,28.0,26.0,2
3/11/20,Alabama,Madison,28.0,26.0,2
3/12/20,Alabama,Madison,38.0,26.0,12
3/13/20,Alabama,Madison,29.0,26.0,3
3/14/20,Alabama,Madison,28.0,26.0,2
3/15/20,Alabama,Madison,13.0,26.0,-13
3/16/20,Alabama,Madison,30.0,26.0,4
3/17/20,Alabama,Madison,44.0,26.0,18
3/18/20,Alabama,Madison,41.0,26.0,15
3/19/20,Alabama,Madison,41.0,26.0,15
3/20/20,Alabama,Madison,30.0,26.0,4
3/21/20,Alabama,Madison,19.0,26.0,-7
3/22/20,Alabama,Madison,25.0,26.0,-1
3/23/20,Alabama,Madison,21.0,26.0,-5
3/24/20,Alabama,Madison,28.0,26.0,2
3/25/20,Alabama,Madison,17.0,26.0,-9
3/26/20,Alabama,Madison,38.0,26.0,12
3/27/20,Alabama,Madison,62.0,26.0,36
3/28/20,Alabama,Madison,56.0,26.0,30
3/29/20,Alabama,Madison,27.0,26.0,1
3/30/20,Alabama,Madison,36.0,26.0,10
3/31/20,Alabama,Madison,28.0,26.0,2
4/1/20,Alabama,Madison,27.0,26.0,1
4/2/20,Alabama,Madison,35.0,26.0,9
4/3/20,Alabama,Madison,51.0,26.0,25
4/4/20,Alabama,Madison,46.0,26.0,20
4/5/20,Alabama,Madison,59.0,26.0,33
4/6/20,Alabama,Madison,58.0,26.0,32
4/7/20,Alabama,Madison,53.0,26.0,27
4/8/20,Alabama,Madison,43.0,26.0,17
4/9/20,Alabama,Madison,26.0,26.0,0
4/10/20,Alabama,Madison,29.0,26.0,3
4/11/20,Alabama,Madison,38.0,26.0,12
2/15/20,Alabama,Montgomery,51.0,51.0,0
2/16/20,Alabama,Montgomery,57.0,51.0,6
2/17/20,Alabama,Montgomery,50.0,51.0,-1
2/18/20,Alabama,Montgomery,45.0,51.0,-6
2/19/20,Alabama,Montgomery,23.0,51.0,-28
2/20/20,Alabama,Montgomery,30.0,51.0,-21
2/21/20,Alabama,Montgomery,33.0,51.0,-18
2/22/20,Alabama,Montgomery,53.0,51.0,2
2/23/20,Alabama,Montgomery,58.0,51.0,7
2/24/20,Alabama,Montgomery,56.0,51.0,5
2/25/20,Alabama,Montgomery,26.0,51.0,-25
2/26/20,Alabama,Montgomery,34.0,51.0,-17
2/27/20,Alabama,Montgomery,33.0,51.0,-18
2/28/20,Alabama,Montgomery,47.0,51.0,-4
3/3/20,Alabama,Montgomery,41.0,51.0,-10
3/4/20,Alabama,Montgomery,28.0,51.0,-23
3/5/20,Alabama,Montgomery,30.0,51.0,-21
3/6/20,Alabama,Montgomery,32.0,51.0,-19
3/7/20,Alabama,Montgomery,37.0,51.0,-14
3/8/20,Alabama,Montgomery,56.0,51.0,5
3/9/20,Alabama,Montgomery,58.0,51.0,7
3/10/20,Alabama,Montgomery,54.0,51.0,3
3/11/20,Alabama,Montgomery,58.0,51.0,7
3/12/20,Alabama,Montgomery,50.0,51.0,-1
3/13/20,Alabama,Montgomery,53.0,51.0,2
3/14/20,Alabama,Montgomery,67.0,51.0,16
3/15/20,Alabama,Montgomery,74.0,51.0,23
3/16/20,Alabama,Montgomery,77.0,51.0,26
3/17/20,Alabama,Montgomery,82.0,51.0,31
3/18/20,Alabama,Montgomery,76.0,51.0,25
3/19/20,Alabama,Montgomery,61.0,51.0,10
3/20/20,Alabama,Montgomery,64.0,51.0,13
3/21/20,Alabama,Montgomery,52.0,51.0,1
3/22/20,Alabama,Montgomery,56.0,51.0,5
3/23/20,Alabama,Montgomery,53.0,51.0,2
3/24/20,Alabama,Montgomery,45.0,51.0,-6
3/25/20,Alabama,Montgomery,52.0,51.0,1
3/26/20,Alabama,Montgomery,62.0,51.0,11
3/27/20,Alabama,Montgomery,60.0,51.0,9
3/28/20,Alabama,Montgomery,54.0,51.0,3
3/29/20,Alabama,Montgomery,57.0,51.0,6
3/30/20,Alabama,Montgomery,58.0,51.0,7
3/31/20,Alabama,Montgomery,44.0,51.0,-7
4/1/20,Alabama,Montgomery,41.0,51.0,-10
4/2/20,Alabama,Montgomery,34.0,51.0,-17
4/3/20,Alabama,Montgomery,23.0,51.0,-28
4/4/20,Alabama,Montgomery,11.0,51.0,-40
4/5/20,Alabama,Montgomery,18.0,51.0,-33
4/6/20,Alabama,Montgomery,30.0,51.0,-21
4/7/20,Alabama,Montgomery,25.0,51.0,-26
4/8/20,Alabama,Montgomery,9.0,51.0,-42
4/9/20,Alabama,Montgomery,5.0,51.0,-46
4/10/20,Alabama,Montgomery,11.0,51.0,-40
4/11/20,Alabama,Montgomery,28.0,51.0,-23
2/15/20,Alabama,Morgan,25.0,25.0,0
2/16/20,Alabama,Morgan,28.0,25.0,3
2/17/20,Alabama,Morgan,21.0,25.0,-4
2/18/20,Alabama,Morgan,10.0,25.0,-15
2/19/20,Alabama,Morgan,30.0,25.0,5
2/20/20,Alabama,Morgan,16.0,25.0,-9
2/21/20,Alabama,Morgan,23.0,25.0,-2
2/22/20,Alabama,Morgan,24.0,25.0,-1
2/23/20,Alabama,Morgan,30.0,25.0,5
2/24/20,Alabama,Morgan,22.0,25.0,-3
2/15/20,Alabama,Russell,31.0,31.0,0
2/16/20,Alabama,Russell,35.0,31.0,4
2/17/20,Alabama,Russell,25.0,31.0,-6
2/18/20,Alabama,Russell,26.0,31.0,-5
2/19/20,Alabama,Russell,8.0,31.0,-23
2/20/20,Alabama,Russell,5.0,31.0,-26
2/21/20,Alabama,Russell,24.0,31.0,-7
2/22/20,Alabama,Russell,45.0,31.0,14
2/23/20,Alabama,Russell,53.0,31.0,22
2/24/20,Alabama,Russell,49.0,31.0,18
2/25/20,Alabama,Russell,16.0,31.0,-15
2/26/20,Alabama,Russell,21.0,31.0,-10
2/27/20,Alabama,Russell,17.0,31.0,-14
2/28/20,Alabama,Russell,36.0,31.0,5
2/29/20,Alabama,Russell,30.0,31.0,-1
3/1/20,Alabama,Russell,60.0,31.0,29
3/2/20,Alabama,Russell,52.0,31.0,21
3/3/20,Alabama,Russell,26.0,31.0,-5
3/4/20,Alabama,Russell,21.0,31.0,-10
3/5/20,Alabama,Russell,5.0,31.0,-26
3/6/20,Alabama,Russell,11.0,31.0,-20
3/7/20,Alabama,Russell,27.0,31.0,-4
3/8/20,Alabama,Russell,42.0,31.0,11
3/9/20,Alabama,Russell,58.0,31.0,27
3/10/20,Alabama,Russell,47.0,31.0,16
3/11/20,Alabama,Russell,39.0,31.0,8
3/12/20,Alabama,Russell,38.0,31.0,7
4/2/20,Alabama,Russell,64.0,31.0,33
4/3/20,Alabama,Russell,75.0,31.0,44
4/6/20,Alabama,Russell,67.0,31.0,36
4/7/20,Alabama,Russell,56.0,31.0,25
4/8/20,Alabama,Russell,36.0,31.0,5
4/9/20,Alabama,Russell,33.0,31.0,2
4/10/20,Alabama,Russell,18.0,31.0,-13
2/15/20,Alaska,Anchorage,33.0,33.0,0
2/16/20,Alaska,Anchorage,44.0,33.0,11
2/17/20,Alaska,Anchorage,7.0,33.0,-26
2/18/20,Alaska,Anchorage,4.0,33.0,-29
2/19/20,Alaska,Anchorage,6.0,33.0,-27
2/20/20,Alaska,Anchorage,13.0,33.0,-20
2/21/20,Alaska,Anchorage,14.0,33.0,-19
2/22/20,Alaska,Anchorage,15.0,33.0,-18
2/23/20,Alaska,Anchorage,28.0,33.0,-5
2/24/20,Alaska,Anchorage,37.0,33.0,4
2/25/20,Alaska,Anchorage,26.0,33.0,-7
2/26/20,Alaska,Anchorage,30.0,33.0,-3
2/27/20,Alaska,Anchorage,40.0,33.0,7
2/28/20,Alaska,Anchorage,52.0,33.0,19
2/29/20,Alaska,Anchorage,25.0,33.0,-8
3/1/20,Alaska,Anchorage,17.0,33.0,-16
3/2/20,Alaska,Anchorage,3.0,33.0,-30
3/3/20,Alaska,Anchorage,18.0,33.0,-15
3/4/20,Alaska,Anchorage,15.0,33.0,-18
3/5/20,Alaska,Anchorage,28.0,33.0,-5
3/6/20,Alaska,Anchorage,42.0,33.0,9
3/7/20,Alaska,Anchorage,13.0,33.0,-20
3/8/20,Alaska,Anchorage,13.0,33.0,-20
3/9/20,Alaska,Anchorage,11.0,33.0,-22
3/10/20,Alaska,Anchorage,13.0,33.0,-20
3/11/20,Alaska,Anchorage,30.0,33.0,-3
3/12/20,Alaska,Anchorage,39.0,33.0,6
3/13/20,Alaska,Anchorage,49.0,33.0,16
3/14/20,Alaska,Anchorage,51.0,33.0,18
3/15/20,Alaska,Anchorage,45.0,33.0,12
3/16/20,Alaska,Anchorage,44.0,33.0,11
3/17/20,Alaska,Anchorage,38.0,33.0,5
3/18/20,Alaska,Anchorage,33.0,33.0,0
3/19/20,Alaska,Anchorage,41.0,33.0,8
3/20/20,Alaska,Anchorage,24.0,33.0,-9
3/21/20,Alaska,Anchorage,20.0,33.0,-13
3/22/20,Alaska,Anchorage,15.0,33.0,-18
3/23/20,Alaska,Anchorage,46.0,33.0,13
3/24/20,Alaska,Anchorage,45.0,33.0,12
3/25/20,Alaska,Anchorage,41.0,33.0,8
3/26/20,Alaska,Anchorage,21.0,33.0,-12
3/27/20,Alaska,Anchorage,20.0,33.0,-13
3/28/20,Alaska,Anchorage,18.0,33.0,-15
3/29/20,Alaska,Anchorage,21.0,33.0,-12
3/30/20,Alaska,Anchorage,23.0,33.0,-10
3/31/20,Alaska,Anchorage,18.0,33.0,-15
4/1/20,Alaska,Anchorage,8.0,33.0,-25
4/2/20,Alaska,Anchorage,10.0,33.0,-23
4/3/20,Alaska,Anchorage,15.0,33.0,-18
4/4/20,Alaska,Anchorage,19.0,33.0,-14
4/5/20,Alaska,Anchorage,13.0,33.0,-20
4/6/20,Alaska,Anchorage,13.0,33.0,-20
4/7/20,Alaska,Anchorage,13.0,33.0,-20
4/8/20,Alaska,Anchorage,9.0,33.0,-24
4/9/20,Alaska,Anchorage,18.0,33.0,-15
4/10/20,Alaska,Anchorage,28.0,33.0,-5
4/11/20,Alaska,Anchorage,30.0,33.0,-3
2/18/20,Alaska,Juneau,1.0,1.0,0
2/19/20,Alaska,Juneau,5.0,1.0,4
2/20/20,Alaska,Juneau,0.0,1.0,-1
2/21/20,Alaska,Juneau,7.0,1.0,6
2/24/20,Alaska,Juneau,5.0,1.0,4
2/25/20,Alaska,Juneau,2.0,1.0,1
2/26/20,Alaska,Juneau,3.0,1.0,2
2/27/20,Alaska,Juneau,0.0,1.0,-1
2/28/20,Alaska,Juneau,7.0,1.0,6
3/2/20,Alaska,Juneau,5.0,1.0,4
3/3/20,Alaska,Juneau,5.0,1.0,4
3/4/20,Alaska,Juneau,5.0,1.0,4
3/5/20,Alaska,Juneau,9.0,1.0,8
3/6/20,Alaska,Juneau,8.0,1.0,7
3/9/20,Alaska,Juneau,1.0,1.0,0
3/10/20,Alaska,Juneau,13.0,1.0,12
3/11/20,Alaska,Juneau,18.0,1.0,17
3/12/20,Alaska,Juneau,22.0,1.0,21
2/15/20,Alaska,Matanuska-Susitna,9.0,9.0,0
2/16/20,Alaska,Matanuska-Susitna,54.0,9.0,45
2/17/20,Alaska,Matanuska-Susitna,2.0,9.0,-7
2/20/20,Alaska,Matanuska-Susitna,0.0,9.0,-9
2/21/20,Alaska,Matanuska-Susitna,4.0,9.0,-5
2/22/20,Alaska,Matanuska-Susitna,7.0,9.0,-2
2/25/20,Alaska,Matanuska-Susitna,19.0,9.0,10
2/26/20,Alaska,Matanuska-Susitna,10.0,9.0,1
2/27/20,Alaska,Matanuska-Susitna,21.0,9.0,12
2/28/20,Alaska,Matanuska-Susitna,27.0,9.0,18
2/29/20,Alaska,Matanuska-Susitna,19.0,9.0,10
3/1/20,Alaska,Matanuska-Susitna,1.0,9.0,-8
3/3/20,Alaska,Matanuska-Susitna,13.0,9.0,4
3/4/20,Alaska,Matanuska-Susitna,9.0,9.0,0
3/5/20,Alaska,Matanuska-Susitna,11.0,9.0,2
3/6/20,Alaska,Matanuska-Susitna,23.0,9.0,14
3/7/20,Alaska,Matanuska-Susitna,21.0,9.0,12
3/8/20,Alaska,Matanuska-Susitna,12.0,9.0,3
3/9/20,Alaska,Matanuska-Susitna,8.0,9.0,-1
3/10/20,Alaska,Matanuska-Susitna,4.0,9.0,-5
3/11/20,Alaska,Matanuska-Susitna,21.0,9.0,12
3/12/20,Alaska,Matanuska-Susitna,21.0,9.0,12
3/13/20,Alaska,Matanuska-Susitna,30.0,9.0,21
3/14/20,Alaska,Matanuska-Susitna,36.0,9.0,27
3/15/20,Alaska,Matanuska-Susitna,25.0,9.0,16
3/16/20,Alaska,Matanuska-Susitna,14.0,9.0,5
3/17/20,Alaska,Matanuska-Susitna,26.0,9.0,17
3/18/20,Alaska,Matanuska-Susitna,22.0,9.0,13
3/19/20,Alaska,Matanuska-Susitna,17.0,9.0,8
3/25/20,Alaska,Matanuska-Susitna,23.0,9.0,14
3/26/20,Alaska,Matanuska-Susitna,22.0,9.0,13
3/27/20,Alaska,Matanuska-Susitna,15.0,9.0,6
3/28/20,Alaska,Matanuska-Susitna,18.0,9.0,9
3/30/20,Alaska,Matanuska-Susitna,19.0,9.0,10
3/31/20,Alaska,Matanuska-Susitna,24.0,9.0,15
4/1/20,Alaska,Matanuska-Susitna,21.0,9.0,12
4/2/20,Alaska,Matanuska-Susitna,18.0,9.0,9
4/3/20,Alaska,Matanuska-Susitna,10.0,9.0,1
4/6/20,Alaska,Matanuska-Susitna,10.0,9.0,1
4/7/20,Alaska,Matanuska-Susitna,12.0,9.0,3
4/8/20,Alaska,Matanuska-Susitna,9.0,9.0,0
4/9/20,Alaska,Matanuska-Susitna,15.0,9.0,6
4/10/20,Alaska,Matanuska-Susitna,16.0,9.0,7
4/11/20,Alaska,Matanuska-Susitna,35.0,9.0,26
2/21/20,Arizona,Apache,10.0,10.0,0
2/27/20,Arizona,Apache,4.5,10.0,-5.5
3/4/20,Arizona,Apache,5.0,10.0,-5
3/16/20,Arizona,Apache,5.0,10.0,-5
2/15/20,Arizona,Maricopa,54.9,54.9,0
2/16/20,Arizona,Maricopa,49.8,54.9,-5.1
2/17/20,Arizona,Maricopa,48.8,54.9,-6.1
2/18/20,Arizona,Maricopa,49.4,54.9,-5.5
2/19/20,Arizona,Maricopa,46.3,54.9,-8.6
2/20/20,Arizona,Maricopa,40.3,54.9,-14.6
2/21/20,Arizona,Maricopa,27.3,54.9,-27.6
2/22/20,Arizona,Maricopa,20.0,54.9,-34.9
2/23/20,Arizona,Maricopa,23.6,54.9,-31.3
2/24/20,Arizona,Maricopa,36.4,54.9,-18.5
2/25/20,Arizona,Maricopa,16.1,54.9,-38.8
2/26/20,Arizona,Maricopa,15.8,54.9,-39.1
2/27/20,Arizona,Maricopa,31.0,54.9,-23.9
2/28/20,Arizona,Maricopa,36.8,54.9,-18.1
2/29/20,Arizona,Maricopa,40.2,54.9,-14.7
3/1/20,Arizona,Maricopa,29.2,54.9,-25.7
3/2/20,Arizona,Maricopa,19.4,54.9,-35.5
3/3/20,Arizona,Maricopa,19.9,54.9,-35
3/4/20,Arizona,Maricopa,24.3,54.9,-30.6
3/5/20,Arizona,Maricopa,28.8,54.9,-26.1
3/6/20,Arizona,Maricopa,20.6,54.9,-34.3
3/7/20,Arizona,Maricopa,17.2,54.9,-37.7
3/8/20,Arizona,Maricopa,18.9,54.9,-36
3/9/20,Arizona,Maricopa,23.4,54.9,-31.5
3/10/20,Arizona,Maricopa,19.6,54.9,-35.3
3/11/20,Arizona,Maricopa,18.6,54.9,-36.3
3/12/20,Arizona,Maricopa,21.0,54.9,-33.9
3/13/20,Arizona,Maricopa,10.3,54.9,-44.6
3/14/20,Arizona,Maricopa,21.1,54.9,-33.8
3/15/20,Arizona,Maricopa,26.1,54.9,-28.8
3/16/20,Arizona,Maricopa,21.4,54.9,-33.5
3/17/20,Arizona,Maricopa,16.0,54.9,-38.9
3/18/20,Arizona,Maricopa,9.8,54.9,-45.1
3/19/20,Arizona,Maricopa,12.2,54.9,-42.7
3/20/20,Arizona,Maricopa,21.7,54.9,-33.2
3/21/20,Arizona,Maricopa,24.3,54.9,-30.6
3/22/20,Arizona,Maricopa,28.8,54.9,-26.1
3/23/20,Arizona,Maricopa,25.9,54.9,-29
3/24/20,Arizona,Maricopa,19.0,54.9,-35.9
3/25/20,Arizona,Maricopa,20.1,54.9,-34.8
3/26/20,Arizona,Maricopa,9.9,54.9,-45
3/27/20,Arizona,Maricopa,13.7,54.9,-41.2
3/28/20,Arizona,Maricopa,28.3,54.9,-26.6
3/29/20,Arizona,Maricopa,28.3,54.9,-26.6
3/30/20,Arizona,Maricopa,21.6,54.9,-33.3
3/31/20,Arizona,Maricopa,29.7,54.9,-25.2
4/1/20,Arizona,Maricopa,30.2,54.9,-24.7
4/2/20,Arizona,Maricopa,20.0,54.9,-34.9
4/3/20,Arizona,Maricopa,23.6,54.9,-31.3
4/4/20,Arizona,Maricopa,25.3,54.9,-29.6
4/5/20,Arizona,Maricopa,19.8,54.9,-35.1
4/6/20,Arizona,Maricopa,16.6,54.9,-38.3
4/7/20,Arizona,Maricopa,15.4,54.9,-39.5
4/8/20,Arizona,Maricopa,17.5,54.9,-37.4
4/9/20,Arizona,Maricopa,13.9,54.9,-41
4/10/20,Arizona,Maricopa,20.8,54.9,-34.1
4/11/20,Arizona,Maricopa,13.9,54.9,-41
2/15/20,Arizona,Pima,16.0,16.0,0
2/16/20,Arizona,Pima,15.0,16.0,-1
2/17/20,Arizona,Pima,9.0,16.0,-7
2/18/20,Arizona,Pima,13.0,16.0,-3
2/19/20,Arizona,Pima,18.5,16.0,2.5
2/20/20,Arizona,Pima,20.5,16.0,4.5
2/21/20,Arizona,Pima,11.5,16.0,-4.5
2/22/20,Arizona,Pima,1.5,16.0,-14.5
2/23/20,Arizona,Pima,6.5,16.0,-9.5
2/24/20,Arizona,Pima,15.0,16.0,-1
2/25/20,Arizona,Pima,12.0,16.0,-4
2/26/20,Arizona,Pima,7.0,16.0,-9
2/27/20,Arizona,Pima,12.0,16.0,-4
2/28/20,Arizona,Pima,11.5,16.0,-4.5
2/29/20,Arizona,Pima,7.0,16.0,-9
3/1/20,Arizona,Pima,0.5,16.0,-15.5
3/2/20,Arizona,Pima,4.5,16.0,-11.5
3/3/20,Arizona,Pima,4.0,16.0,-12
3/4/20,Arizona,Pima,3.5,16.0,-12.5
3/5/20,Arizona,Pima,7.0,16.0,-9
3/6/20,Arizona,Pima,1.5,16.0,-14.5
3/7/20,Arizona,Pima,5.0,16.0,-11
3/8/20,Arizona,Pima,1.0,16.0,-15
3/9/20,Arizona,Pima,6.5,16.0,-9.5
3/10/20,Arizona,Pima,2.0,16.0,-14
3/11/20,Arizona,Pima,2.0,16.0,-14
3/12/20,Arizona,Pima,3.5,16.0,-12.5
3/13/20,Arizona,Pima,1.0,16.0,-15
3/14/20,Arizona,Pima,4.0,16.0,-12
3/15/20,Arizona,Pima,4.0,16.0,-12
3/16/20,Arizona,Pima,3.0,16.0,-13
3/17/20,Arizona,Pima,4.5,16.0,-11.5
3/18/20,Arizona,Pima,4.5,16.0,-11.5
3/19/20,Arizona,Pima,5.0,16.0,-11
3/20/20,Arizona,Pima,5.5,16.0,-10.5
3/21/20,Arizona,Pima,8.0,16.0,-8
3/22/20,Arizona,Pima,7.5,16.0,-8.5
3/23/20,Arizona,Pima,4.0,16.0,-12
3/24/20,Arizona,Pima,0.0,16.0,-16
3/25/20,Arizona,Pima,3.0,16.0,-13
3/26/20,Arizona,Pima,2.0,16.0,-14
3/27/20,Arizona,Pima,7.0,16.0,-9
3/28/20,Arizona,Pima,4.5,16.0,-11.5
3/29/20,Arizona,Pima,2.5,16.0,-13.5
3/30/20,Arizona,Pima,6.5,16.0,-9.5
3/31/20,Arizona,Pima,7.5,16.0,-8.5
4/1/20,Arizona,Pima,11.0,16.0,-5
4/2/20,Arizona,Pima,3.5,16.0,-12.5
4/3/20,Arizona,Pima,3.0,16.0,-13
4/4/20,Arizona,Pima,10.0,16.0,-6
4/5/20,Arizona,Pima,4.0,16.0,-12
4/6/20,Arizona,Pima,3.0,16.0,-13
4/7/20,Arizona,Pima,10.5,16.0,-5.5
4/8/20,Arizona,Pima,10.5,16.0,-5.5
4/9/20,Arizona,Pima,1.5,16.0,-14.5
4/10/20,Arizona,Pima,2.0,16.0,-14
4/11/20,Arizona,Pima,4.0,16.0,-12
2/15/20,Arizona,Pinal,22.0,22.0,0
2/16/20,Arizona,Pinal,31.5,22.0,9.5
2/17/20,Arizona,Pinal,38.0,22.0,16
2/18/20,Arizona,Pinal,44.5,22.0,22.5
2/19/20,Arizona,Pinal,43.5,22.0,21.5
2/20/20,Arizona,Pinal,45.0,22.0,23
2/21/20,Arizona,Pinal,48.0,22.0,26
2/22/20,Arizona,Pinal,9.5,22.0,-12.5
2/23/20,Arizona,Pinal,13.0,22.0,-9
2/24/20,Arizona,Pinal,16.0,22.0,-6
2/25/20,Arizona,Pinal,14.5,22.0,-7.5
2/26/20,Arizona,Pinal,7.5,22.0,-14.5
2/27/20,Arizona,Pinal,13.0,22.0,-9
2/28/20,Arizona,Pinal,24.5,22.0,2.5
2/29/20,Arizona,Pinal,14.0,22.0,-8
3/1/20,Arizona,Pinal,11.0,22.0,-11
3/2/20,Arizona,Pinal,13.0,22.0,-9
3/3/20,Arizona,Pinal,13.0,22.0,-9
3/4/20,Arizona,Pinal,18.0,22.0,-4
3/5/20,Arizona,Pinal,27.0,22.0,5
3/6/20,Arizona,Pinal,26.0,22.0,4
3/7/20,Arizona,Pinal,21.5,22.0,-0.5
3/8/20,Arizona,Pinal,23.5,22.0,1.5
3/9/20,Arizona,Pinal,19.0,22.0,-3
3/10/20,Arizona,Pinal,19.0,22.0,-3
3/11/20,Arizona,Pinal,9.0,22.0,-13
3/12/20,Arizona,Pinal,10.5,22.0,-11.5
3/13/20,Arizona,Pinal,13.0,22.0,-9
3/14/20,Arizona,Pinal,14.5,22.0,-7.5
3/15/20,Arizona,Pinal,14.5,22.0,-7.5
3/16/20,Arizona,Pinal,14.0,22.0,-8
3/17/20,Arizona,Pinal,14.0,22.0,-8
3/18/20,Arizona,Pinal,9.5,22.0,-12.5
3/19/20,Arizona,Pinal,12.0,22.0,-10
3/20/20,Arizona,Pinal,20.0,22.0,-2
3/21/20,Arizona,Pinal,18.0,22.0,-4
3/22/20,Arizona,Pinal,19.0,22.0,-3
3/23/20,Arizona,Pinal,8.5,22.0,-13.5
3/24/20,Arizona,Pinal,12.5,22.0,-9.5
3/25/20,Arizona,Pinal,13.0,22.0,-9
3/26/20,Arizona,Pinal,11.5,22.0,-10.5
3/27/20,Arizona,Pinal,16.0,22.0,-6
3/28/20,Arizona,Pinal,33.5,22.0,11.5
3/29/20,Arizona,Pinal,22.0,22.0,0
3/30/20,Arizona,Pinal,17.5,22.0,-4.5
3/31/20,Arizona,Pinal,31.0,22.0,9
4/1/20,Arizona,Pinal,23.0,22.0,1
4/2/20,Arizona,Pinal,20.0,22.0,-2
4/3/20,Arizona,Pinal,29.5,22.0,7.5
4/4/20,Arizona,Pinal,25.5,22.0,3.5
4/5/20,Arizona,Pinal,35.0,22.0,13
4/6/20,Arizona,Pinal,27.5,22.0,5.5
4/7/20,Arizona,Pinal,21.0,22.0,-1
4/8/20,Arizona,Pinal,24.0,22.0,2
