date,STATE,COUNTY,DAILY_AQI_VALUE,AQI_Base,AQI_change
3/28/20,Connecticut,Litchfield,17.0,17.0,0
3/29/20,Connecticut,Litchfield,1.0,17.0,-16
3/30/20,Connecticut,Litchfield,8.0,17.0,-9
3/31/20,Connecticut,Litchfield,13.0,17.0,-4
4/1/20,Connecticut,Litchfield,18.0,17.0,1
4/2/20,Connecticut,Litchfield,10.0,17.0,-7
4/3/20,Connecticut,Litchfield,2.0,17.0,-15
4/4/20,Connecticut,Litchfield,7.0,17.0,-10
4/5/20,Connecticut,Litchfield,21.0,17.0,4
4/6/20,Connecticut,Litchfield,13.0,17.0,-4
4/7/20,Connecticut,Litchfield,17.0,17.0,0
4/8/20,Connecticut,Litchfield,18.0,17.0,1
4/9/20,Connecticut,Litchfield,18.0,17.0,1
4/10/20,Connecticut,Litchfield,9.0,17.0,-8
4/11/20,Connecticut,Litchfield,12.0,17.0,-5
2/15/20,Connecticut,New Haven,20.5,20.5,0
2/16/20,Connecticut,New Haven,45.5,20.5,25
2/17/20,Connecticut,New Haven,56.0,20.5,35.5
2/18/20,Connecticut,New Haven,37.0,20.5,16.5
2/19/20,Connecticut,New Haven,24.0,20.5,3.5
2/20/20,Connecticut,New Haven,19.0,20.5,-1.5
2/21/20,Connecticut,New Haven,21.5,20.5,1
2/22/20,Connecticut,New Haven,43.5,20.5,23
2/23/20,Connecticut,New Haven,60.5,20.5,40
2/24/20,Connecticut,New Haven,58.5,20.5,38
2/25/20,Connecticut,New Haven,59.5,20.5,39
2/26/20,Connecticut,New Haven,47.5,20.5,27
2/27/20,Connecticut,New Haven,10.0,20.5,-10.5
2/28/20,Connecticut,New Haven,22.0,20.5,1.5
2/29/20,Connecticut,New Haven,19.0,20.5,-1.5
3/1/20,Connecticut,New Haven,22.5,20.5,2
3/2/20,Connecticut,New Haven,54.0,20.5,33.5
3/3/20,Connecticut,New Haven,57.5,20.5,37
3/4/20,Connecticut,New Haven,20.0,20.5,-0.5
3/5/20,Connecticut,New Haven,18.5,20.5,-2
3/6/20,Connecticut,New Haven,30.0,20.5,9.5
3/7/20,Connecticut,New Haven,16.0,20.5,-4.5
3/10/20,Connecticut,New Haven,52.0,20.5,31.5
3/11/20,Connecticut,New Haven,19.0,20.5,-1.5
3/12/20,Connecticut,New Haven,31.0,20.5,10.5
3/13/20,Connecticut,New Haven,24.5,20.5,4
3/14/20,Connecticut,New Haven,13.0,20.5,-7.5
3/15/20,Connecticut,New Haven,18.5,20.5,-2
3/16/20,Connecticut,New Haven,20.0,20.5,-0.5
3/17/20,Connecticut,New Haven,28.0,20.5,7.5
3/18/20,Connecticut,New Haven,29.5,20.5,9
3/19/20,Connecticut,New Haven,18.0,20.5,-2.5
3/20/20,Connecticut,New Haven,47.0,20.5,26.5
3/21/20,Connecticut,New Haven,16.0,20.5,-4.5
3/22/20,Connecticut,New Haven,25.0,20.5,4.5
3/23/20,Connecticut,New Haven,18.0,20.5,-2.5
3/24/20,Connecticut,New Haven,14.0,20.5,-6.5
3/25/20,Connecticut,New Haven,28.0,20.5,7.5
3/26/20,Connecticut,New Haven,30.5,20.5,10
3/27/20,Connecticut,New Haven,30.5,20.5,10
3/28/20,Connecticut,New Haven,22.5,20.5,2
3/29/20,Connecticut,New Haven,8.5,20.5,-12
3/30/20,Connecticut,New Haven,13.5,20.5,-7
3/31/20,Connecticut,New Haven,13.0,20.5,-7.5
4/1/20,Connecticut,New Haven,21.0,20.5,0.5
4/2/20,Connecticut,New Haven,13.0,20.5,-7.5
4/3/20,Connecticut,New Haven,4.0,20.5,-16.5
4/4/20,Connecticut,New Haven,13.0,20.5,-7.5
4/5/20,Connecticut,New Haven,39.0,20.5,18.5
4/6/20,Connecticut,New Haven,24.0,20.5,3.5
4/7/20,Connecticut,New Haven,26.5,20.5,6
4/8/20,Connecticut,New Haven,34.0,20.5,13.5
4/9/20,Connecticut,New Haven,30.0,20.5,9.5
4/10/20,Connecticut,New Haven,11.0,20.5,-9.5
4/11/20,Connecticut,New Haven,19.0,20.5,-1.5
2/15/20,Connecticut,New London,19.0,19.0,0
2/16/20,Connecticut,New London,34.0,19.0,15
2/17/20,Connecticut,New London,51.0,19.0,32
2/18/20,Connecticut,New London,30.0,19.0,11
2/19/20,Connecticut,New London,18.0,19.0,-1
2/20/20,Connecticut,New London,15.0,19.0,-4
2/21/20,Connecticut,New London,17.0,19.0,-2
2/22/20,Connecticut,New London,40.0,19.0,21
2/23/20,Connecticut,New London,50.0,19.0,31
2/24/20,Connecticut,New London,42.0,19.0,23
2/25/20,Connecticut,New London,34.0,19.0,15
2/26/20,Connecticut,New London,24.0,19.0,5
2/27/20,Connecticut,New London,10.0,19.0,-9
2/28/20,Connecticut,New London,23.0,19.0,4
2/29/20,Connecticut,New London,18.0,19.0,-1
3/1/20,Connecticut,New London,20.0,19.0,1
3/2/20,Connecticut,New London,41.0,19.0,22
3/3/20,Connecticut,New London,52.0,19.0,33
3/4/20,Connecticut,New London,18.0,19.0,-1
3/5/20,Connecticut,New London,16.0,19.0,-3
3/6/20,Connecticut,New London,23.0,19.0,4
3/7/20,Connecticut,New London,12.0,19.0,-7
3/10/20,Connecticut,New London,51.0,19.0,32
3/11/20,Connecticut,New London,18.0,19.0,-1
3/12/20,Connecticut,New London,27.0,19.0,8
3/13/20,Connecticut,New London,35.0,19.0,16
3/14/20,Connecticut,New London,14.0,19.0,-5
3/15/20,Connecticut,New London,18.0,19.0,-1
3/16/20,Connecticut,New London,17.0,19.0,-2
3/17/20,Connecticut,New London,18.0,19.0,-1
3/18/20,Connecticut,New London,18.0,19.0,-1
3/19/20,Connecticut,New London,9.0,19.0,-10
3/20/20,Connecticut,New London,27.0,19.0,8
3/21/20,Connecticut,New London,13.0,19.0,-6
3/22/20,Connecticut,New London,19.0,19.0,0
3/23/20,Connecticut,New London,15.0,19.0,-4
3/24/20,Connecticut,New London,7.0,19.0,-12
3/25/20,Connecticut,New London,21.0,19.0,2
3/26/20,Connecticut,New London,28.0,19.0,9
3/27/20,Connecticut,New London,26.0,19.0,7
3/28/20,Connecticut,New London,22.0,19.0,3
3/29/20,Connecticut,New London,11.0,19.0,-8
3/30/20,Connecticut,New London,9.0,19.0,-10
3/31/20,Connecticut,New London,21.0,19.0,2
4/1/20,Connecticut,New London,21.0,19.0,2
4/2/20,Connecticut,New London,9.0,19.0,-10
4/3/20,Connecticut,New London,2.0,19.0,-17
4/4/20,Connecticut,New London,29.0,19.0,10
4/5/20,Connecticut,New London,32.0,19.0,13
4/6/20,Connecticut,New London,27.0,19.0,8
4/7/20,Connecticut,New London,18.0,19.0,-1
4/8/20,Connecticut,New London,31.0,19.0,12
4/9/20,Connecticut,New London,27.0,19.0,8
4/10/20,Connecticut,New London,10.0,19.0,-9
4/11/20,Connecticut,New London,13.0,19.0,-6
2/15/20,Delaware,Kent,21.0,21.0,0
2/16/20,Delaware,Kent,35.0,21.0,14
2/17/20,Delaware,Kent,54.0,21.0,33
2/18/20,Delaware,Kent,41.0,21.0,20
2/19/20,Delaware,Kent,32.0,21.0,11
2/20/20,Delaware,Kent,34.0,21.0,13
2/21/20,Delaware,Kent,30.0,21.0,9
2/22/20,Delaware,Kent,35.0,21.0,14
2/23/20,Delaware,Kent,41.0,21.0,20
2/24/20,Delaware,Kent,43.0,21.0,22
2/25/20,Delaware,Kent,41.0,21.0,20
2/26/20,Delaware,Kent,25.0,21.0,4
2/27/20,Delaware,Kent,14.0,21.0,-7
2/28/20,Delaware,Kent,28.0,21.0,7
2/29/20,Delaware,Kent,28.0,21.0,7
3/1/20,Delaware,Kent,29.0,21.0,8
3/2/20,Delaware,Kent,43.0,21.0,22
3/3/20,Delaware,Kent,51.0,21.0,30
3/4/20,Delaware,Kent,14.0,21.0,-7
3/5/20,Delaware,Kent,33.0,21.0,12
3/6/20,Delaware,Kent,33.0,21.0,12
3/7/20,Delaware,Kent,23.0,21.0,2
3/8/20,Delaware,Kent,24.0,21.0,3
3/9/20,Delaware,Kent,40.0,21.0,19
3/10/20,Delaware,Kent,36.0,21.0,15
3/11/20,Delaware,Kent,30.0,21.0,9
3/12/20,Delaware,Kent,40.0,21.0,19
3/13/20,Delaware,Kent,32.0,21.0,11
3/14/20,Delaware,Kent,24.0,21.0,3
3/15/20,Delaware,Kent,24.0,21.0,3
3/16/20,Delaware,Kent,28.0,21.0,7
3/17/20,Delaware,Kent,34.0,21.0,13
3/18/20,Delaware,Kent,37.0,21.0,16
3/19/20,Delaware,Kent,44.0,21.0,23
3/20/20,Delaware,Kent,53.0,21.0,32
3/21/20,Delaware,Kent,23.0,21.0,2
3/22/20,Delaware,Kent,31.0,21.0,10
3/23/20,Delaware,Kent,21.0,21.0,0
3/24/20,Delaware,Kent,32.0,21.0,11
3/25/20,Delaware,Kent,22.0,21.0,1
3/26/20,Delaware,Kent,37.0,21.0,16
3/27/20,Delaware,Kent,39.0,21.0,18
3/28/20,Delaware,Kent,34.0,21.0,13
3/29/20,Delaware,Kent,33.0,21.0,12
3/30/20,Delaware,Kent,32.0,21.0,11
3/31/20,Delaware,Kent,25.0,21.0,4
4/1/20,Delaware,Kent,27.0,21.0,6
4/2/20,Delaware,Kent,18.0,21.0,-3
4/3/20,Delaware,Kent,13.0,21.0,-8
4/4/20,Delaware,Kent,15.0,21.0,-6
4/5/20,Delaware,Kent,27.0,21.0,6
4/6/20,Delaware,Kent,27.0,21.0,6
4/7/20,Delaware,Kent,54.0,21.0,33
4/8/20,Delaware,Kent,38.0,21.0,17
4/9/20,Delaware,Kent,33.0,21.0,12
4/10/20,Delaware,Kent,19.0,21.0,-2
4/11/20,Delaware,Kent,28.0,21.0,7
2/15/20,Delaware,New Castle,22.3,22.3,0
2/16/20,Delaware,New Castle,37.0,22.3,14.7
2/17/20,Delaware,New Castle,51.3,22.3,29
2/18/20,Delaware,New Castle,51.3,22.3,29
2/19/20,Delaware,New Castle,43.0,22.3,20.7
2/20/20,Delaware,New Castle,37.3,22.3,15
2/21/20,Delaware,New Castle,38.3,22.3,16
2/22/20,Delaware,New Castle,44.3,22.3,22
2/23/20,Delaware,New Castle,46.0,22.3,23.7
2/24/20,Delaware,New Castle,64.0,22.3,41.7
2/25/20,Delaware,New Castle,42.0,22.3,19.7
2/26/20,Delaware,New Castle,29.0,22.3,6.7
2/27/20,Delaware,New Castle,15.7,22.3,-6.6
2/28/20,Delaware,New Castle,30.3,22.3,8
2/29/20,Delaware,New Castle,30.7,22.3,8.4
3/1/20,Delaware,New Castle,29.0,22.3,6.7
3/2/20,Delaware,New Castle,44.3,22.3,22
3/3/20,Delaware,New Castle,49.3,22.3,27
3/4/20,Delaware,New Castle,14.7,22.3,-7.6
3/5/20,Delaware,New Castle,34.7,22.3,12.4
3/6/20,Delaware,New Castle,39.0,22.3,16.7
3/7/20,Delaware,New Castle,21.0,22.3,-1.3
3/8/20,Delaware,New Castle,26.0,22.3,3.7
3/9/20,Delaware,New Castle,33.0,22.3,10.7
3/10/20,Delaware,New Castle,41.3,22.3,19
3/11/20,Delaware,New Castle,25.7,22.3,3.4
3/12/20,Delaware,New Castle,35.7,22.3,13.4
3/13/20,Delaware,New Castle,28.7,22.3,6.4
3/14/20,Delaware,New Castle,23.0,22.3,0.7
3/15/20,Delaware,New Castle,19.0,22.3,-3.3
3/16/20,Delaware,New Castle,23.7,22.3,1.4
3/17/20,Delaware,New Castle,36.0,22.3,13.7
3/18/20,Delaware,New Castle,31.7,22.3,9.4
3/19/20,Delaware,New Castle,49.0,22.3,26.7
3/20/20,Delaware,New Castle,41.3,22.3,19
3/21/20,Delaware,New Castle,20.7,22.3,-1.6
3/22/20,Delaware,New Castle,27.7,22.3,5.4
3/23/20,Delaware,New Castle,17.7,22.3,-4.6
3/24/20,Delaware,New Castle,23.0,22.3,0.7
3/25/20,Delaware,New Castle,21.3,22.3,-1
3/26/20,Delaware,New Castle,37.7,22.3,15.4
3/27/20,Delaware,New Castle,34.3,22.3,12
3/28/20,Delaware,New Castle,35.7,22.3,13.4
3/29/20,Delaware,New Castle,39.7,22.3,17.4
3/30/20,Delaware,New Castle,34.3,22.3,12
3/31/20,Delaware,New Castle,16.3,22.3,-6
4/1/20,Delaware,New Castle,23.3,22.3,1
4/2/20,Delaware,New Castle,17.3,22.3,-5
4/3/20,Delaware,New Castle,12.0,22.3,-10.3
4/4/20,Delaware,New Castle,14.0,22.3,-8.3
4/5/20,Delaware,New Castle,31.0,22.3,8.7
4/6/20,Delaware,New Castle,22.7,22.3,0.4
4/7/20,Delaware,New Castle,40.3,22.3,18
4/8/20,Delaware,New Castle,32.0,22.3,9.7
4/9/20,Delaware,New Castle,32.7,22.3,10.4
4/10/20,Delaware,New Castle,16.3,22.3,-6
4/11/20,Delaware,New Castle,30.0,22.3,7.7
2/15/20,Delaware,Sussex,19.0,19.0,0
2/16/20,Delaware,Sussex,35.0,19.0,16
2/17/20,Delaware,Sussex,52.0,19.0,33
2/18/20,Delaware,Sussex,42.0,19.0,23
2/19/20,Delaware,Sussex,35.0,19.0,16
2/20/20,Delaware,Sussex,35.0,19.0,16
2/21/20,Delaware,Sussex,31.0,19.0,12
2/22/20,Delaware,Sussex,33.0,19.0,14
2/23/20,Delaware,Sussex,34.0,19.0,15
2/24/20,Delaware,Sussex,38.0,19.0,19
2/25/20,Delaware,Sussex,35.0,19.0,16
2/26/20,Delaware,Sussex,28.0,19.0,9
2/27/20,Delaware,Sussex,12.0,19.0,-7
2/28/20,Delaware,Sussex,24.0,19.0,5
2/29/20,Delaware,Sussex,23.0,19.0,4
3/1/20,Delaware,Sussex,28.0,19.0,9
3/2/20,Delaware,Sussex,40.0,19.0,21
3/3/20,Delaware,Sussex,50.0,19.0,31
3/4/20,Delaware,Sussex,13.0,19.0,-6
3/5/20,Delaware,Sussex,32.0,19.0,13
3/6/20,Delaware,Sussex,30.0,19.0,11
3/7/20,Delaware,Sussex,22.0,19.0,3
3/8/20,Delaware,Sussex,25.0,19.0,6
3/9/20,Delaware,Sussex,31.0,19.0,12
3/12/20,Delaware,Sussex,38.0,19.0,19
3/13/20,Delaware,Sussex,31.0,19.0,12
3/14/20,Delaware,Sussex,23.0,19.0,4
3/15/20,Delaware,Sussex,24.0,19.0,5
3/16/20,Delaware,Sussex,28.0,19.0,9
3/17/20,Delaware,Sussex,31.0,19.0,12
3/18/20,Delaware,Sussex,37.0,19.0,18
3/19/20,Delaware,Sussex,49.0,19.0,30
3/20/20,Delaware,Sussex,54.0,19.0,35
3/21/20,Delaware,Sussex,23.0,19.0,4
3/22/20,Delaware,Sussex,31.0,19.0,12
3/23/20,Delaware,Sussex,19.0,19.0,0
3/24/20,Delaware,Sussex,34.0,19.0,15
3/25/20,Delaware,Sussex,22.0,19.0,3
3/26/20,Delaware,Sussex,36.0,19.0,17
3/27/20,Delaware,Sussex,43.0,19.0,24
3/28/20,Delaware,Sussex,33.0,19.0,14
3/29/20,Delaware,Sussex,36.0,19.0,17
3/30/20,Delaware,Sussex,27.0,19.0,8
3/31/20,Delaware,Sussex,28.0,19.0,9
4/1/20,Delaware,Sussex,29.0,19.0,10
4/2/20,Delaware,Sussex,17.0,19.0,-2
4/3/20,Delaware,Sussex,13.0,19.0,-6
4/4/20,Delaware,Sussex,15.0,19.0,-4
4/5/20,Delaware,Sussex,22.0,19.0,3
4/6/20,Delaware,Sussex,30.0,19.0,11
4/7/20,Delaware,Sussex,54.0,19.0,35
4/8/20,Delaware,Sussex,34.0,19.0,15
4/9/20,Delaware,Sussex,31.0,19.0,12
4/10/20,Delaware,Sussex,17.0,19.0,-2
4/11/20,Delaware,Sussex,28.0,19.0,9
2/15/20,Florida,Bay,35.0,35.0,0
2/16/20,Florida,Bay,34.0,35.0,-1
2/17/20,Florida,Bay,34.0,35.0,-1
2/18/20,Florida,Bay,30.0,35.0,-5
2/19/20,Florida,Bay,26.0,35.0,-9
2/20/20,Florida,Bay,26.0,35.0,-9
2/21/20,Florida,Bay,14.0,35.0,-21
2/22/20,Florida,Bay,27.0,35.0,-8
2/23/20,Florida,Bay,52.0,35.0,17
2/24/20,Florida,Bay,34.0,35.0,-1
2/25/20,Florida,Bay,28.0,35.0,-7
2/26/20,Florida,Bay,23.0,35.0,-12
2/27/20,Florida,Bay,30.0,35.0,-5
2/28/20,Florida,Bay,52.0,35.0,17
2/29/20,Florida,Bay,25.0,35.0,-10
3/1/20,Florida,Bay,37.0,35.0,2
3/2/20,Florida,Bay,40.0,35.0,5
3/3/20,Florida,Bay,52.0,35.0,17
3/4/20,Florida,Bay,47.0,35.0,12
3/5/20,Florida,Bay,31.0,35.0,-4
3/6/20,Florida,Bay,13.0,35.0,-22
3/7/20,Florida,Bay,24.0,35.0,-11
3/8/20,Florida,Bay,61.0,35.0,26
3/9/20,Florida,Bay,39.0,35.0,4
3/10/20,Florida,Bay,48.0,35.0,13
3/11/20,Florida,Bay,21.0,35.0,-14
3/12/20,Florida,Bay,22.0,35.0,-13
3/13/20,Florida,Bay,28.0,35.0,-7
3/14/20,Florida,Bay,30.0,35.0,-5
3/17/20,Florida,Bay,43.0,35.0,8
3/18/20,Florida,Bay,34.0,35.0,-1
3/20/20,Florida,Bay,28.0,35.0,-7
3/21/20,Florida,Bay,29.0,35.0,-6
3/22/20,Florida,Bay,36.0,35.0,1
3/23/20,Florida,Bay,24.0,35.0,-11
3/24/20,Florida,Bay,26.0,35.0,-9
3/25/20,Florida,Bay,50.0,35.0,15
3/26/20,Florida,Bay,49.0,35.0,14
3/27/20,Florida,Bay,40.0,35.0,5
3/28/20,Florida,Bay,44.0,35.0,9
3/29/20,Florida,Bay,52.0,35.0,17
3/30/20,Florida,Bay,36.0,35.0,1
3/31/20,Florida,Bay,52.0,35.0,17
4/1/20,Florida,Bay,19.0,35.0,-16
4/4/20,Florida,Bay,57.0,35.0,22
4/5/20,Florida,Bay,54.0,35.0,19
4/6/20,Florida,Bay,30.0,35.0,-5
4/7/20,Florida,Bay,21.0,35.0,-14
4/8/20,Florida,Bay,40.0,35.0,5
4/9/20,Florida,Bay,59.0,35.0,24
4/10/20,Florida,Bay,25.0,35.0,-10
4/11/20,Florida,Bay,31.0,35.0,-4
2/15/20,Florida,Brevard,33.0,33.0,0
2/16/20,Florida,Brevard,33.0,33.0,0
2/17/20,Florida,Brevard,23.0,33.0,-10
2/18/20,Florida,Brevard,25.0,33.0,-8
2/19/20,Florida,Brevard,29.0,33.0,-4
2/20/20,Florida,Brevard,36.0,33.0,3
2/21/20,Florida,Brevard,27.0,33.0,-6
2/22/20,Florida,Brevard,31.0,33.0,-2
2/23/20,Florida,Brevard,27.0,33.0,-6
2/24/20,Florida,Brevard,22.0,33.0,-11
2/25/20,Florida,Brevard,38.0,33.0,5
2/26/20,Florida,Brevard,30.0,33.0,-3
2/27/20,Florida,Brevard,22.0,33.0,-11
2/28/20,Florida,Brevard,39.0,33.0,6
2/29/20,Florida,Brevard,35.0,33.0,2
3/1/20,Florida,Brevard,32.0,33.0,-1
3/2/20,Florida,Brevard,33.0,33.0,0
3/3/20,Florida,Brevard,49.0,33.0,16
3/4/20,Florida,Brevard,67.0,33.0,34
3/6/20,Florida,Brevard,30.0,33.0,-3
3/7/20,Florida,Brevard,24.0,33.0,-9
3/8/20,Florida,Brevard,30.0,33.0,-3
3/9/20,Florida,Brevard,35.0,33.0,2
3/10/20,Florida,Brevard,41.0,33.0,8
3/11/20,Florida,Brevard,37.0,33.0,4
3/12/20,Florida,Brevard,35.0,33.0,2
3/13/20,Florida,Brevard,32.0,33.0,-1
3/14/20,Florida,Brevard,25.0,33.0,-8
3/15/20,Florida,Brevard,24.0,33.0,-9
3/16/20,Florida,Brevard,26.0,33.0,-7
3/17/20,Florida,Brevard,23.0,33.0,-10
3/18/20,Florida,Brevard,24.0,33.0,-9
3/20/20,Florida,Brevard,31.0,33.0,-2
3/21/20,Florida,Brevard,32.0,33.0,-1
3/22/20,Florida,Brevard,31.0,33.0,-2
3/23/20,Florida,Brevard,25.0,33.0,-8
3/24/20,Florida,Brevard,26.0,33.0,-7
3/25/20,Florida,Brevard,39.0,33.0,6
3/26/20,Florida,Brevard,53.0,33.0,20
3/27/20,Florida,Brevard,49.0,33.0,16
3/28/20,Florida,Brevard,49.0,33.0,16
3/29/20,Florida,Brevard,34.0,33.0,1
3/30/20,Florida,Brevard,33.0,33.0,0
3/31/20,Florida,Brevard,41.0,33.0,8
4/1/20,Florida,Brevard,27.0,33.0,-6
4/4/20,Florida,Brevard,35.0,33.0,2
4/5/20,Florida,Brevard,54.0,33.0,21
4/6/20,Florida,Brevard,19.0,33.0,-14
4/7/20,Florida,Brevard,17.0,33.0,-16
4/8/20,Florida,Brevard,30.0,33.0,-3
4/9/20,Florida,Brevard,52.0,33.0,19
4/10/20,Florida,Brevard,54.0,33.0,21
4/11/20,Florida,Brevard,34.0,33.0,1
2/15/20,Florida,Broward,25.0,25.0,0
2/16/20,Florida,Broward,22.6,25.0,-2.4
2/17/20,Florida,Broward,25.4,25.0,0.4
2/18/20,Florida,Broward,23.0,25.0,-2
2/19/20,Florida,Broward,26.2,25.0,1.2
2/20/20,Florida,Broward,25.3,25.0,0.3
2/21/20,Florida,Broward,17.0,25.0,-8
2/22/20,Florida,Broward,24.0,25.0,-1
2/23/20,Florida,Broward,13.8,25.0,-11.2
2/24/20,Florida,Broward,20.5,25.0,-4.5
2/25/20,Florida,Broward,29.8,25.0,4.8
2/26/20,Florida,Broward,29.0,25.0,4
2/27/20,Florida,Broward,24.8,25.0,-0.2
2/28/20,Florida,Broward,39.4,25.0,14.4
2/29/20,Florida,Broward,44.6,25.0,19.6
3/1/20,Florida,Broward,25.4,25.0,0.4
3/2/20,Florida,Broward,26.8,25.0,1.8
3/3/20,Florida,Broward,36.6,25.0,11.6
3/4/20,Florida,Broward,38.8,25.0,13.8
3/5/20,Florida,Broward,35.6,25.0,10.6
3/6/20,Florida,Broward,34.8,25.0,9.8
3/7/20,Florida,Broward,23.0,25.0,-2
3/8/20,Florida,Broward,26.4,25.0,1.4
3/9/20,Florida,Broward,32.6,25.0,7.6
3/10/20,Florida,Broward,33.4,25.0,8.4
3/11/20,Florida,Broward,25.6,25.0,0.6
3/12/20,Florida,Broward,25.6,25.0,0.6
3/13/20,Florida,Broward,25.4,25.0,0.4
3/14/20,Florida,Broward,22.0,25.0,-3
3/15/20,Florida,Broward,22.0,25.0,-3
3/16/20,Florida,Broward,23.6,25.0,-1.4
3/17/20,Florida,Broward,26.0,25.0,1
3/18/20,Florida,Broward,25.0,25.0,0
3/19/20,Florida,Broward,22.8,25.0,-2.2
3/20/20,Florida,Broward,26.8,25.0,1.8
3/21/20,Florida,Broward,24.4,25.0,-0.6
3/22/20,Florida,Broward,21.0,25.0,-4
3/23/20,Florida,Broward,21.2,25.0,-3.8
3/24/20,Florida,Broward,23.8,25.0,-1.2
3/25/20,Florida,Broward,35.5,25.0,10.5
3/26/20,Florida,Broward,50.6,25.0,25.6
3/27/20,Florida,Broward,48.6,25.0,23.6
3/28/20,Florida,Broward,32.8,25.0,7.8
3/29/20,Florida,Broward,27.4,25.0,2.4
3/30/20,Florida,Broward,24.0,25.0,-1
3/31/20,Florida,Broward,25.8,25.0,0.8
4/1/20,Florida,Broward,37.5,25.0,12.5
4/2/20,Florida,Broward,20.6,25.0,-4.4
4/3/20,Florida,Broward,23.4,25.0,-1.6
4/4/20,Florida,Broward,28.0,25.0,3
4/5/20,Florida,Broward,25.4,25.0,0.4
4/6/20,Florida,Broward,21.6,25.0,-3.4
4/7/20,Florida,Broward,20.4,25.0,-4.6
4/8/20,Florida,Broward,26.4,25.0,1.4
4/9/20,Florida,Broward,35.6,25.0,10.6
4/10/20,Florida,Broward,55.0,25.0,30
4/11/20,Florida,Broward,38.6,25.0,13.6
2/15/20,Florida,Citrus,24.0,24.0,0
2/16/20,Florida,Citrus,27.0,24.0,3
2/17/20,Florida,Citrus,30.0,24.0,6
2/18/20,Florida,Citrus,30.0,24.0,6
2/19/20,Florida,Citrus,29.0,24.0,5
2/20/20,Florida,Citrus,36.0,24.0,12
2/21/20,Florida,Citrus,17.0,24.0,-7
2/22/20,Florida,Citrus,32.0,24.0,8
2/23/20,Florida,Citrus,26.0,24.0,2
2/24/20,Florida,Citrus,27.0,24.0,3
2/25/20,Florida,Citrus,29.0,24.0,5
2/26/20,Florida,Citrus,22.0,24.0,-2
2/27/20,Florida,Citrus,19.0,24.0,-5
2/28/20,Florida,Citrus,32.0,24.0,8
2/29/20,Florida,Citrus,28.0,24.0,4
3/1/20,Florida,Citrus,53.0,24.0,29
3/2/20,Florida,Citrus,52.0,24.0,28
3/3/20,Florida,Citrus,44.0,24.0,20
3/4/20,Florida,Citrus,61.0,24.0,37
3/5/20,Florida,Citrus,47.0,24.0,23
3/6/20,Florida,Citrus,12.0,24.0,-12
3/7/20,Florida,Citrus,21.0,24.0,-3
3/8/20,Florida,Citrus,34.0,24.0,10
3/9/20,Florida,Citrus,24.0,24.0,0
3/10/20,Florida,Citrus,28.0,24.0,4
3/11/20,Florida,Citrus,37.0,24.0,13
3/12/20,Florida,Citrus,28.0,24.0,4
3/13/20,Florida,Citrus,35.0,24.0,11
3/14/20,Florida,Citrus,32.0,24.0,8
3/15/20,Florida,Citrus,37.0,24.0,13
3/16/20,Florida,Citrus,43.0,24.0,19
3/17/20,Florida,Citrus,31.0,24.0,7
3/18/20,Florida,Citrus,38.0,24.0,14
3/20/20,Florida,Citrus,30.0,24.0,6
3/21/20,Florida,Citrus,24.0,24.0,0
3/22/20,Florida,Citrus,29.0,24.0,5
3/23/20,Florida,Citrus,30.0,24.0,6
3/24/20,Florida,Citrus,26.0,24.0,2
3/25/20,Florida,Citrus,36.0,24.0,12
3/26/20,Florida,Citrus,54.0,24.0,30
3/27/20,Florida,Citrus,48.0,24.0,24
3/28/20,Florida,Citrus,54.0,24.0,30
3/29/20,Florida,Citrus,39.0,24.0,15
3/30/20,Florida,Citrus,29.0,24.0,5
3/31/20,Florida,Citrus,40.0,24.0,16
4/1/20,Florida,Citrus,18.0,24.0,-6
4/4/20,Florida,Citrus,64.0,24.0,40
4/5/20,Florida,Citrus,58.0,24.0,34
4/6/20,Florida,Citrus,40.0,24.0,16
4/7/20,Florida,Citrus,32.0,24.0,8
4/8/20,Florida,Citrus,31.0,24.0,7
4/9/20,Florida,Citrus,53.0,24.0,29
4/10/20,Florida,Citrus,43.0,24.0,19
4/11/20,Florida,Citrus,38.0,24.0,14
2/15/20,Florida,Collier,26.0,26.0,0
2/16/20,Florida,Collier,25.0,26.0,-1
2/17/20,Florida,Collier,31.0,26.0,5
2/18/20,Florida,Collier,30.0,26.0,4
2/19/20,Florida,Collier,30.0,26.0,4
2/20/20,Florida,Collier,27.0,26.0,1
2/21/20,Florida,Collier,19.0,26.0,-7
2/22/20,Florida,Collier,30.0,26.0,4
2/23/20,Florida,Collier,23.0,26.0,-3
2/24/20,Florida,Collier,27.0,26.0,1
2/25/20,Florida,Collier,33.0,26.0,7
2/26/20,Florida,Collier,42.0,26.0,16
2/27/20,Florida,Collier,24.0,26.0,-2
2/28/20,Florida,Collier,29.0,26.0,3
2/29/20,Florida,Collier,35.0,26.0,9
3/1/20,Florida,Collier,32.0,26.0,6
3/2/20,Florida,Collier,29.0,26.0,3
3/3/20,Florida,Collier,48.0,26.0,22
3/4/20,Florida,Collier,31.0,26.0,5
3/5/20,Florida,Collier,38.0,26.0,12
3/6/20,Florida,Collier,30.0,26.0,4
3/7/20,Florida,Collier,28.0,26.0,2
3/8/20,Florida,Collier,30.0,26.0,4
3/9/20,Florida,Collier,35.0,26.0,9
3/10/20,Florida,Collier,33.0,26.0,7
3/11/20,Florida,Collier,34.0,26.0,8
3/12/20,Florida,Collier,34.0,26.0,8
