,City,Country,Pop,Lat,Lon
167,Stockholm,SE,1515017,59.32938,18.06871
168,GÃ¶teborg,SE,572799,57.70716,11.96679
169,MalmÃ¶,SE,301706,55.60587,13.00073
170,Uppsala,SE,149245,59.85882,17.63889
171,Oklahoma City,US,631346,35.46756,-97.51643
172,Raleigh,US,451066,35.7721,-78.63861
173,Memphis,US,655770,35.14953,-90.04898
174,Jackson,US,170674,32.29876,-90.18481
175,Boston,US,667137,42.35843,-71.05977
176,Richmond,US,220289,37.55376,-77.46026
177,Portland,US,632309,45.52345,-122.67621
178,Boise,US,145987,43.6135,-116.20345
179,Austin,US,931830,30.26715,-97.74306
180,Honolulu,US,371657,21.30694,-157.85833
181,Fresno,US,520052,36.74773,-119.77237
182,Milwaukee,US,600155,43.0389,-87.90647
183,Columbia,US,133803,34.00071,-81.03481
184,Hartford,US,124006,41.76371,-72.68509
185,"Washington, D.C.",US,601723,38.89511,-77.03637
186,Chicago,US,2720546,41.85003,-87.65005
187,Houston,US,2296224,29.76328,-95.36327
188,Indianapolis,US,829718,39.76838,-86.15804
189,Atlanta,US,463878,33.749,-84.38798
190,Charlotte,US,827097,35.22709,-80.84313
191,Sacramento,US,490712,38.58157,-121.4944
192,Oakland,US,419267,37.80437,-122.2708
193,Providence,US,179207,41.82399,-71.41283
194,Staten Island,US,468730,40.56233,-74.13986
195,Brooklyn,US,2300664,40.6501,-73.94958
196,Springfield,US,116565,39.80172,-89.64371
197,The Bronx,US,1385108,40.84985,-73.86641
198,San Jose,US,1026908,37.33939,-121.89496
199,Los Angeles,US,3971883,34.05223,-118.24368
200,Detroit,US,677116,42.33143,-83.04575
201,Little Rock,US,197992,34.74648,-92.28959
202,Baltimore,US,621849,39.29038,-76.61219
203,Phoenix,US,1563025,33.44838,-112.07404
204,Omaha,US,443885,41.25626,-95.94043
205,El Paso,US,681124,31.75872,-106.48693
206,Dallas,US,1300092,32.78306,-96.80667
207,Seattle,US,684451,47.60621,-122.33207
208,Manhattan,US,1487536,40.78343,-73.96625
209,Miami,US,441003,25.77427,-80.19366
210,Jacksonville,US,868031,30.33218,-81.65565
211,Las Vegas,US,623747,36.17497,-115.13722
212,San Antonio,US,1469845,29.42412,-98.49363
213,Philadelphia,US,1567442,39.95233,-75.16379
214,San Diego,US,1394928,32.71571,-117.16472
215,Columbus,US,850106,39.96118,-82.99879
216,Saint Paul,US,285068,44.94441,-93.09327
217,Denver,US,682545,39.73915,-104.9847
218,Salt Lake City,US,192672,40.76078,-111.89105
219,Albuquerque,US,559121,35.08449,-106.65114
220,San Francisco,US,864816,37.77493,-122.41942
221,Salem,US,164549,44.9429,-123.0351
222,Madison,US,248951,43.07305,-89.40123
223,Nashville,US,530852,36.16589,-86.78444
224,Tucson,US,531641,32.22174,-110.92648
225,Queens,US,2272771,40.68149,-73.83652
226,Tallahassee,US,189907,30.43826,-84.28073
227,Fort Worth,US,833319,32.72541,-97.32085
228,Rancagua,CL,212695,-34.17083,-70.74444
229,Osorno,CL,135773,-40.57395,-73.13348
230,Los Ã�ngeles,CL,125430,-37.46973,-72.35366
231,ChillÃ¡n,CL,150396,-36.60664,-72.10344
232,Calama,CL,143084,-22.45667,-68.92371
233,Puerto Montt,CL,160054,-41.4693,-72.94237
234,ValparaÃ­so,CL,282448,-33.036,-71.62963
235,QuilpuÃ©,CL,130263,-33.04752,-71.44249
236,Santiago,CL,4837295,-33.45694,-70.64827
237,Talca,CL,197479,-35.4264,-71.65542
238,ConcepciÃ³n,CL,215413,-36.82699,-73.04977
239,Temuco,CL,238129,-38.73965,-72.59842
240,Willemstad,CW,125000,12.1084,-68.93354
241,Tallinn,EE,394024,59.43696,24.75353
242,LiÃ¨ge,BE,182597,50.63373,5.56749
243,Brussels,BE,1019022,50.85045,4.34878
244,Charleroi,BE,200132,50.41136,4.44448
245,Gent,BE,231493,51.05,3.71667
246,Namur,BE,106284,50.4669,4.86746
247,Antwerpen,BE,459805,51.22047,4.40026
248,Auckland,NZ,417910,-36.84853,174.76349
249,Christchurch,NZ,363926,-43.53333,172.63333
250,Wellington,NZ,381900,-41.28664,174.77557
251,Dunedin,NZ,114347,-45.87416,170.50361
252,Hamilton,NZ,152641,-37.78333,175.28333
253,Hamilton,CA,519949,43.25011,-79.84963
254,Calgary,CA,1019942,51.05011,-114.08529
255,Winnipeg,CA,632063,49.8844,-97.14704
256,Halifax,CA,359111,44.6464,-63.57291
257,Kitchener,CA,233700,43.42537,-80.5112
258,Edmonton,CA,712391,53.55014,-113.46871
259,Surrey,CA,394976,49.10635,-122.82509
260,Mississauga,CA,668549,43.5789,-79.6583
261,QuÃ©bec,CA,528595,46.81228,-71.21454
262,Vancouver,CA,600000,49.24966,-123.11934
263,Victoria,CA,289625,48.4359,-123.35155
264,MontrÃ©al,CA,1600000,45.50884,-73.58781
265,Toronto,CA,2600000,43.70011,-79.4163
266,Ottawa,CA,812129,45.41117,-75.69812
267,London,CA,346765,42.98339,-81.23304
268,Las Palmas de Gran Canaria,ES,381847,28.09973,-15.41343
269,Salamanca,ES,155619,40.96882,-5.66388
270,Barcelona,ES,1621537,41.38879,2.15899
271,Donostia / San SebastiÃ¡n,ES,185357,43.31283,-1.97499
272,Gasteiz / Vitoria,ES,235661,42.84998,-2.67268
273,CÃ³rdoba,ES,328428,37.89155,-4.77275
274,Valladolid,ES,317864,41.65518,-4.72372
275,Santander,ES,182700,43.46472,-3.80444
276,Palma,ES,401270,39.56939,2.65024
277,MÃ¡laga,ES,568305,36.72016,-4.42034
278,Zaragoza,ES,674317,41.65606,-0.8773400000000001
279,Sevilla,ES,703206,37.38283,-5.97317
280,Bilbao,ES,354860,43.26271,-2.92528
281,Pamplona,ES,198491,42.81687,-1.64323
282,CastellÃ³ de la Plana,ES,180005,39.98567,-0.049350000000000005
283,Huelva,ES,148806,37.26638,-6.94004
284,Granada,ES,234325,37.18817,-3.6066700000000003
285,Madrid,ES,3255944,40.4165,-3.70256
286,Valencia,ES,814208,39.46975,-0.37739
287,Burgos,ES,178966,42.34106,-3.70184
288,Murcia,ES,436870,37.98704,-1.13004
289,Santa Cruz de Tenerife,ES,222417,28.46824,-16.25462
290,Oviedo,ES,224005,43.36029,-5.84476
291,Amman,JO,1275857,31.95522,35.94503
292,Irbid,JO,307480,32.55556,35.85
293,Zarqa,JO,792665,32.07275,36.08796
294,Vientiane,LA,196731,17.96667,102.6
295,Trondheim,NO,147139,63.43049,10.39506
296,Oslo,NO,580000,59.91273,10.74609
297,Stavanger,NO,121610,58.97005,5.73332
298,Bergen,NO,213585,60.39299,5.32415
299,Sydney,AU,4627345,-33.86785,151.20732
300,Newcastle,AU,308308,-32.92953,151.7801
301,Launceston,AU,106153,-41.43876,147.13467
302,Hobart,AU,216656,-42.87936,147.32941
303,Darwin,AU,129062,-12.46113,130.84185
304,Melbourne,AU,4246375,-37.814,144.96332
305,Canberra,AU,367752,-35.28346,149.12807
306,Adelaide,AU,1225235,-34.92866,138.59863
307,Brisbane,AU,2189878,-27.46794,153.02809
308,Perth,AU,1896548,-31.95224,115.8614
309,Wollongong,AU,292190,-34.424,150.89345
310,Sarajevo,BA,696731,43.84864,18.35644
311,Zenica,BA,164423,44.20169,17.90397
312,Tuzla,BA,142486,44.53842,18.66709
313,SÃ£o JosÃ© dos Campos,BR,613764,-23.17944,-45.88694
314,VitÃ³ria,BR,312656,-20.31944,-40.33778
315,SÃ£o Paulo,BR,10021295,-23.5475,-46.63611
316,Colombo,LK,648034,6.93548,79.84868
317,Lisbon,PT,517802,38.71667,-9.13333
318,Funchal,PT,100847,32.66568,-16.92547
319,Novi Sad,RS,215400,45.25167,19.83694
320,NiÅ¡,RS,250000,43.32472,21.90333
321,Belgrade,RS,1273651,44.80401,20.46513
322,Nicosia,CY,200452,35.17531,33.3642
323,Limassol,CY,154000,34.68406,33.03794
324,Tours,FR,141621,47.39484,0.70398
325,Marseille,FR,794811,43.29695,5.38107
326,NÃ®mes,FR,148236,43.83378,4.35962
327,BesanÃ§on,FR,128426,47.248780000000004,6.01815
328,Nantes,FR,277269,47.21725,-1.55336
329,Rennes,FR,209375,48.11198,-1.67429
330,Toulouse,FR,433055,43.60426,1.44367
331,Nancy,FR,105334,48.68439,6.18496
332,Clermont-Ferrand,FR,138681,45.77969,3.08682
333,Paris,FR,2138551,48.85341,2.3487999999999998
334,Lille,FR,228328,50.63297,3.05858
335,OrlÃ©ans,FR,124149,47.90289,1.90389
336,Montpellier,FR,248252,43.61092,3.87723
337,Lyon,FR,472317,45.74846,4.84671
338,Amiens,FR,143086,49.9,2.3
339,Dijon,FR,149782,47.31667,5.01667
340,Rouen,FR,112787,49.44313,1.09932
341,Grenoble,FR,158552,45.17869,5.71479
342,Toulon,FR,168701,43.12442,5.92836
343,Limoges,FR,141176,45.83362,1.24759
344,Caen,FR,110624,49.18585,-0.35912000000000005
345,Perpignan,FR,110706,42.69764,2.89541
346,Bordeaux,FR,231844,44.84044,-0.5805
347,Nice,FR,338620,43.70313,7.26608
348,Saint-Ã‰tienne,FR,176280,45.43389,4.39
349,Metz,FR,123914,49.11911,6.17269
350,Strasbourg,FR,274845,48.58392,7.7455300000000005
351,Thrissur,IN,325110,10.51667,76.21667
352,New Delhi,IN,317797,28.63576,77.22445
353,Hyderabad,IN,3597816,17.38405,78.45636
354,Delhi,IN,10927986,28.65195,77.23149
355,Chandigarh,IN,960787,30.73629,76.7884
356,Bhopal,IN,1599914,23.25469,77.40289
357,Nagpur,IN,2228018,21.14631,79.08491
358,Lucknow,IN,2472011,26.83928,80.92313
359,GhÄ�ziÄ�bÄ�d,IN,1199191,28.66535,77.43915
360,HÄ�pur,IN,242920,28.72985,77.78068
361,Gandhinagar,IN,195985,23.21667,72.68333
362,Chennai,IN,4328063,13.08784,80.27847
363,Nashik,IN,1289497,19.99727,73.79096
364,Mysore,IN,868313,12.29791,76.63925
365,Visakhapatnam,IN,1063178,17.68009,83.20161
366,Mumbai,IN,12691836,19.07283,72.88261
367,Jaipur,IN,2711758,26.919620000000002,75.78781
368,Patna,IN,1599920,25.59408,85.13563
369,Muzaffarnagar,IN,349706,29.47091,77.70332
370,Thiruvananthapuram,IN,784153,8.4855,76.94924
371,Bengaluru,IN,5104047,12.97194,77.59369
372,Shillong,IN,132842,25.56892,91.88313
373,Kolkata,IN,4631392,22.56263,88.36304
374,Odessa,UA,1001558,46.47747,30.73262
375,Ternopil,UA,235676,49.55342,25.58918
376,Kyiv,UA,2797553,50.45466,30.5238
377,Kamianske,UA,248575,48.51134,34.6021
378,Dnipro,UA,1032822,48.4593,35.03865
379,Zaporizhia,UA,796217,47.82289,35.19031
380,Lviv,UA,717803,49.83826,24.02324
381,Kryvyi Rih,UA,652380,47.90966,33.38044
382,Ivano-Frankivsk,UA,204200,48.9215,24.70972
383,Prague,CZ,1165581,50.08804,14.42076
384,Ostrava,CZ,313088,49.83465,18.28204
385,Brno,CZ,369559,49.19522,16.60796
386,Pilsen,CZ,164180,49.74747,13.37759
387,Olomouc,CZ,101268,49.59552,17.25175
388,Bamako,ML,1297281,12.65,-8.0
389,EskiÅŸehir,TR,514869,39.77667,30.52056
390,Ä°zmit,TR,196571,40.76499,29.92928
391,Bursa,TR,1412701,40.19559,29.06013
392,Ankara,TR,3517182,39.91987,32.85427
393,Adana,TR,1248988,36.98615,35.32531
394,Kayseri,TR,592840,38.73222,35.48528
395,KÃ¼tahya,TR,185008,39.42417,29.98333
396,BalÄ±kesir,TR,238151,39.64917,27.88611
397,AdapazarÄ±,TR,286787,40.78056,30.40333
398,Trabzon,TR,244083,41.005,39.72694
399,Antakya,TR,210000,36.20655,36.15722
400,Samsun,TR,394050,41.27976,36.3361
401,Ä°zmir,TR,2500603,38.41273,27.13838
402,Konya,TR,875530,37.87135,32.48464
