date,STATE,COUNTY,DAILY_AQI_VALUE,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,AQI_Percent_Change,AQI_Increase,AQI_Decrease,Rec_Retail_Increase,Rec_Retail_Decrease,Grocery_Pharmacy_Increase,Grocery_Pharmacy_Decrease,Parks_Increase,Parks_Decrease,Transit_Stations_Increase,Transit_Stations_Decrease,Work_Increase,Work_Decrease,Home_Increase,Home_Decrease
2/20/20,Massachusetts,Franklin,24,7,5,,,-11,2,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Massachusetts,Franklin,34,5,-2,,,-9,3,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Massachusetts,Franklin,62,8,0,,,4,-1,28,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,Massachusetts,Franklin,63,3,-1,,,4,0,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/26/20,Massachusetts,Franklin,54,3,3,,,2,-1,-9,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,Massachusetts,Franklin,18,2,10,,,1,0,-36,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Massachusetts,Franklin,25,6,12,,,3,0,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/2/20,Massachusetts,Franklin,48,12,12,,,4,0,23,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/3/20,Massachusetts,Franklin,50,17,16,,,2,-1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,Massachusetts,Franklin,28,2,11,,,3,-1,-22,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Massachusetts,Franklin,23,6,14,,,5,-1,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Massachusetts,Franklin,33,2,9,,,4,1,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Massachusetts,Franklin,47,18,13,,,3,-1,14,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Massachusetts,Franklin,48,1,15,,,1,0,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Massachusetts,Franklin,21,4,19,,,1,0,-27,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,Massachusetts,Franklin,33,4,34,,,0,2,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,Massachusetts,Franklin,24,-8,28,,,-5,4,-9,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/16/20,Massachusetts,Franklin,24,-8,14,,,-22,9,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/17/20,Massachusetts,Franklin,33,-35,1,,-14,-30,13,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,Massachusetts,Franklin,28,-32,0,,-14,-33,12,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,Massachusetts,Franklin,25,-42,-5,,,-35,17,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,Massachusetts,Franklin,34,-38,-1,,-18,-35,17,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,Massachusetts,Franklin,28,-39,-18,,,-41,17,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,Massachusetts,Franklin,25,-51,-24,,-42,-47,20,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Massachusetts,Franklin,37,-52,-22,,-44,-49,20,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Massachusetts,Franklin,34,-45,-16,,-32,-49,20,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/27/20,Massachusetts,Franklin,32,-49,-20,,-39,-49,22,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,Massachusetts,Franklin,22,-43,-26,,-43,-51,19,-10,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,Massachusetts,Franklin,27,-44,-21,,-37,-51,20,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,Massachusetts,Franklin,25,-43,-16,,-40,-52,18,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Massachusetts,Franklin,16,-47,-13,,-32,-52,21,-9,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,Massachusetts,Franklin,18,-52,-19,,-48,-51,24,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Massachusetts,Franklin,28,-34,-24,,-30,-50,18,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,Massachusetts,Franklin,25,-44,-18,,-49,-52,19,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Massachusetts,Franklin,31,-50,-20,,-47,-51,20,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,Massachusetts,Franklin,24,-54,-23,,-45,-54,23,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/15/20,Massachusetts,Hampden,29.5,6,-4,4,13,-3,-1,5.5, , , , , , , , , , , , , , 
2/16/20,Massachusetts,Hampden,46,7,-5,-3,5,-2,-1,16.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Massachusetts,Hampden,49.5,11,-4,32,1,-34,6,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/18/20,Massachusetts,Hampden,37.5,-1,-11,-14,-2,-13,4,-12,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Massachusetts,Hampden,23.5,5,-5,3,2,-12,3,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,Massachusetts,Hampden,16,6,-3,-3,-1,-10,2,-7.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,Massachusetts,Hampden,22.5,1,-6,1,2,-11,3,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Massachusetts,Hampden,43.5,8,-4,67,12,1,-1,21,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Massachusetts,Hampden,59.5,8,0,95,16,1,-1,16,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Massachusetts,Hampden,55.5,8,0,91,5,4,-1,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/25/20,Massachusetts,Hampden,57,5,-4,17,5,2,0,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/26/20,Massachusetts,Hampden,52,12,-1,9,6,2,-1,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,Massachusetts,Hampden,13.5,9,1,5,3,3,0,-38.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Massachusetts,Hampden,18,10,3,3,15,3,-1,4.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Massachusetts,Hampden,28.5,13,-2,13,12,1,-2,10.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,Massachusetts,Hampden,24.5,14,6,8,14,1,-1,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,Massachusetts,Hampden,48.5,15,8,55,10,3,-1,24,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/3/20,Massachusetts,Hampden,46.5,17,9,57,15,2,-1,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/4/20,Massachusetts,Hampden,22.5,12,5,20,8,2,-1,-24,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Massachusetts,Hampden,19.5,13,11,45,11,4,-1,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Massachusetts,Hampden,27,4,1,12,4,3,0,7.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Massachusetts,Hampden,15.5,13,3,34,12,2,-2,-11.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,Massachusetts,Hampden,25,12,7,90,14,1,-2,9.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Massachusetts,Hampden,36,15,8,174,14,2,-2,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Massachusetts,Hampden,37,9,8,33,2,1,0,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Massachusetts,Hampden,19.5,9,14,36,5,1,0,-17.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,Massachusetts,Hampden,30.5,8,28,19,2,1,0,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,Massachusetts,Hampden,24,-1,33,-9,-11,-8,4,-6.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/14/20,Massachusetts,Hampden,19.5,-5,26,63,1,-5,2,-4.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,Massachusetts,Hampden,22,-10,14,74,-10,-8,3,2.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/16/20,Massachusetts,Hampden,20.5,-5,25,26,-10,-21,7,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/17/20,Massachusetts,Hampden,29,-27,5,-14,-19,-30,12,8.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,Massachusetts,Hampden,20.5,-25,7,71,-19,-31,12,-8.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,Massachusetts,Hampden,22.5,-31,7,-21,-26,-33,14,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/20/20,Massachusetts,Hampden,37.5,-31,21,6,-32,-35,16,15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/21/20,Massachusetts,Hampden,20,-37,2,80,-30,-25,10,-17.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,Massachusetts,Hampden,23.5,-41,-11,47,-37,-28,9,3.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,Massachusetts,Hampden,22.5,-40,-14,-41,-40,-40,16,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,Massachusetts,Hampden,17.5,-43,-16,-3,-38,-45,18,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,Massachusetts,Hampden,33,-46,-18,-12,-40,-47,19,15.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,Massachusetts,Hampden,27,-40,-8,74,-33,-45,18,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/27/20,Massachusetts,Hampden,29,-42,-12,67,-43,-45,20,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,Massachusetts,Hampden,41,-49,-20,30,-47,-34,13,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,Massachusetts,Hampden,19,-54,-28,-46,-56,-37,12,-22,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,Massachusetts,Hampden,18,-41,-18,-14,-43,-46,18,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,Massachusetts,Hampden,25.5,-40,-15,25,-36,-48,19,7.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,Massachusetts,Hampden,24,-35,3,37,-31,-48,18,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,Massachusetts,Hampden,15.5,-41,0,4,-43,-49,19,-8.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,Massachusetts,Hampden,14,-45,-5,-28,-44,-49,23,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/4/20,Massachusetts,Hampden,20.5,-48,-11,63,-40,-36,13,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/5/20,Massachusetts,Hampden,37.5,-49,-18,37,-50,-37,11,17,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,Massachusetts,Hampden,22.5,-36,-10,78,-35,-49,17,-15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/7/20,Massachusetts,Hampden,21,-39,-12,85,-32,-51,19,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/8/20,Massachusetts,Hampden,27.5,-43,-10,14,-39,-51,20,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,Massachusetts,Hampden,30,-47,-11,-32,-44,-52,21,2.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/10/20,Massachusetts,Hampden,15,-45,-4,-6,-42,-55,23,-15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/11/20,Massachusetts,Hampden,20.5,-44,1,39,-40,-39,13,5.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,Massachusetts,Hampshire,43,3,1,,,5,-1,22.5, , , , , , , , , , , , , , 
2/16/20,Massachusetts,Hampshire,54,6,-3,1,,1,-1,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,Massachusetts,Hampshire,53,17,9,,,-37,7,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,Massachusetts,Hampshire,40,-1,-6,-26,4,-12,3,-13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,Massachusetts,Hampshire,28,5,0,2,-14,-11,2,-12,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,Massachusetts,Hampshire,30,7,-2,,-5,-4,1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/21/20,Massachusetts,Hampshire,38,3,-4,14,24,-5,2,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,Massachusetts,Hampshire,53,9,3,,,7,-2,15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,Massachusetts,Hampshire,56,11,5,90,,6,-1,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/24/20,Massachusetts,Hampshire,56,5,6,,,8,-1,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,Massachusetts,Hampshire,57,3,1,,4,4,-1,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/26/20,Massachusetts,Hampshire,52,4,0,-15,-11,3,0,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,Massachusetts,Hampshire,24,2,-1,-14,-6,10,-1,-28,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/28/20,Massachusetts,Hampshire,30,6,1,-6,24,9,0,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,Massachusetts,Hampshire,37,7,0,,,7,-2,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,Massachusetts,Hampshire,31,12,7,-10,,6,-1,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,Massachusetts,Hampshire,50,7,9,,,9,0,19,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/3/20,Massachusetts,Hampshire,51,12,9,,11,1,-1,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,Massachusetts,Hampshire,33,4,4,,-12,3,0,-18,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/5/20,Massachusetts,Hampshire,32,8,7,,-5,10,-1,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,Massachusetts,Hampshire,34,7,3,18,,8,1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/7/20,Massachusetts,Hampshire,29,10,6,,,7,-2,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,Massachusetts,Hampshire,42,11,9,90,,2,-1,13,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,Massachusetts,Hampshire,44,13,17,,,6,-1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,Massachusetts,Hampshire,44,9,11,,5,2,0,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,Massachusetts,Hampshire,27,11,15,,-15,0,1,-17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
